tweet,product,emotion
my tweets are stalled data sluggish come on atampt verizon is embarrassing iphone customers who havent switched sxsw iphone,,No emotion toward brand or product
those who are tweeting that google is coming out with circles platform today are outside of the circle keep up itsnot sxsw,,No emotion toward brand or product
mention are you stupid find it out at the sxsw on your mac link for a special price games mac,,No emotion toward brand or product
slate see as much traffic to mobile safari as to their app on the ipad sxsw electricnews,,No emotion toward brand or product
unloading at apple store corner of th and congress in austin temp store for sxsw  link,,No emotion toward brand or product
great day at sxsw but jaloux of mention amp his new ipadlook at him on school bus on st day of school link,,No emotion toward brand or product
i arrived at sxsw and my mention issue hasnt been resolved dying to use the iphone app but cant login rtmention mention were on it,iPad or iPhone App,No emotion toward brand or product
i will be at sxsw for screenburn mention launch of my clients new iphone game travellerarlaunch find out more at link,,No emotion toward brand or product
if anyone at sxsw wants to see a demo of piccraft or an ipad  find me,,No emotion toward brand or product
if i were at sxsw i could spend it all at the mention teaching theater alone just look at that schedule link,,No emotion toward brand or product
if youre at sxsw  meet us at fado we will give you wristbands that magically lead to beer come say hi link,,No emotion toward brand or product
if youre at sxsw and want an ipad  apples setting up a temporary store check it out link,,No emotion toward brand or product
overheard at sxsw quotthe ipad is a relaxing computerquot agreed ipad apple,iPad,Positive emotion
overheard at sxsw interactive quotarg i hate the iphone i want my blackberry backquot shocked,iPhone,Negative emotion
if youre at sxsw meet our author and a host of android devs sat at pm hilton room ab,,No emotion toward brand or product
mention at sxsw quotapple comes up with cool technology no ones ever heard of because they dont go to conferencesquot,Apple,Negative emotion
for those at sxsw apple sets up squarefoot temporary store at sxsw to sell new ipads test potential traffic link,,No emotion toward brand or product
overheard at sxsw quotgoogle doesnt launch products at other peoples eventsquot,,No emotion toward brand or product
nerd bait at sxsw apple set to open popup shop in core of sxsw action link,,No emotion toward brand or product
long line at sxsw what else  apple store link,,No emotion toward brand or product
last year at sxswi everbody was talking about the ipad this year its social media driven revolutions this year is better sxsw,iPad,Positive emotion
long line at apple pop up store for ipad  great marketing apple sxsw,Apple,Positive emotion
mention at google  people do the work of  people rather than  people doing the work of  agileagency sxsw,Google,Positive emotion
knackered at home playing with ipad and updating iphone but timeline smashed with partytweets cant make me go to bed sxsw,iPad,Positive emotion
overheard at mdw and ill second it quothalfway through my iphone battery already and i havent even boarded the plane to sxswquot amateurhour,iPhone,Negative emotion
technews at sxsw apple schools the marketing experts link technews apple jobsco sxsw tech,Apple,Positive emotion
first day at sxsw  fun final presentation on google doodles  googledoodle sxsw,,Positive emotion
huge line at the apple store in austin  sxsw crowd tripping over each other to get the new ipad,iPad,Positive emotion
if ur not at the google aclu s partyu should be sxsw,Google,Positive emotion
the queue at the apple popup store sxsw link,,No emotion toward brand or product
the queue at the apple store in austin is four blocks long crazy stuff sxsw,,I can't tell
posted up at the dmi house intimate stranger on the stage they got a restaurant crowd sitting down to deal wif  sxsw link,,No emotion toward brand or product
the woman at the google talk sounded just like chelsea handler lol sxsw,,No emotion toward brand or product
i laughed at the ipad until i spent this week hauling my macbook everywhere now i really want an ipad and a shoulder rub sxsw,iPad,Positive emotion
any sxsw attendees need a qr code reader for their iphone tweet us an image of you with your badge and the first  get optiscan free,iPad or iPhone App,Positive emotion
hey sxsw attendeesyou should hop in line at the apple store now only four days til your new ipad comes in,iPad,Positive emotion
is anyone attending to the google amp aclu party mention sxsw if so could you plz up some pictures thanks sxsw,,No emotion toward brand or product
march  austin tx will people line up at the sxsw registration or at the apple store ,,No emotion toward brand or product
landed in austin spotted the google places ads for sxsw at the airport quotthe ultimate austin pocket guidequot more like yelp than itouru,,No emotion toward brand or product
they took away the lego pit but replaced it with a recharging station  sxsw and i might check prices for an iphone  crap samsung android,Android,Negative emotion
mention awesome to meet mention mention and mention standing in the apple queue at sxsw yesterday on to day ltlt so cute,,No emotion toward brand or product
mention bad apple shows up late qs the process poopoos ideas leaves early can even be quotim too creativequot or busy gamestorming sxsw,Apple,Negative emotion
mention bahrain govt turned off google earth as a result more people learned about it and govt had to turn it back on sxsw,,No emotion toward brand or product
trying to balance the power of power needs on iphone vs ipad at sxsw this g ipad sucks it out quick might have go airplane mode,iPad,Negative emotion
racing to ballroom d to see mention marissa mayer sxsw sxswi,,No emotion toward brand or product
my iphone battery at  winning at sxsw,iPhone,Positive emotion
my iphone battery cant keep up with my tweets thanks apple  sxsw  precommerce,iPhone,Negative emotion
will this be another google wave rt mention we interrupt your regularly scheduled sxsw geek programming wbig google news link,,No emotion toward brand or product
this will be fun to watch ipadmadness rt mention apple opening popup store in austin for sxsw link sxsw,Apple,Positive emotion
this will be out of control apple set to open popup shop in core of sxsw action link via mention  cc mention,Apple,Positive emotion
